,node,x,y
38,STAPSE_LNODEXF2_1,"[-13621331.192191938, -13621331.192191938, -13622207.781221757, -13626797.857189953, -13629311.289456926, -13637711.129230434, -13636613.459902937, -13636514.057541233, -13636586.415210247, -13634868.755467309, -13633247.943681356, -13632980.776903456, -13631692.810394974, -13630517.276572198, -13629385.15735083, -13629085.707920598, -13628965.482870538, -13628943.218972383, -13629042.293319186, -13628420.017365653, -13629041.18012428, -13629567.721315732, -13629121.33015765, -13628516.865322644, -13629018.91622612, -13628818.541142695, -13628933.200218212, -13628720.579990797, -13628866.408523735, -13628649.335516687, -13628142.831833579, -13627974.739402479, -13627833.363649173, -13627991.437326098, -13627796.62821721, -13627080.843891412, -13626860.431299638, -13627739.855276905, -13627482.707253173, -13627247.8231276, -13627261.181466494, -13625858.5558825, -13625858.5558825, -13623588.751465224, -13623534.204914736, -13622819.533783844, -13622858.495605621, -13626996.241078408, -13626733.527080134, -13627086.409865947, -13626709.03679216, -13626822.58267277, -13626573.227013392, -13626722.395131055, -13625612.539807847, -13623569.82715179, -13621331.192191938]","[5984848.333031881, 5979507.195822012, 5978543.186754297, 5974702.312124113, 5973344.107210302, 5989462.934075866, 5990702.556179803, 5990602.138059768, 5990387.1193477055, 5988565.41881532, 5987377.41650187, 5987469.300382941, 5986870.431857889, 5985830.303610697, 5983756.981165, 5981623.484875881, 5981618.565812766, 5982436.808278695, 5983223.967958667, 5983155.088638659, 5983335.4880158175, 5984878.875842009, 5985046.188343935, 5983868.508066411, 5985247.95182495, 5985328.330452416, 5985584.234711183, 5985936.935632716, 5986179.733429687, 5985959.902701148, 5986173.171237798, 5985864.753813067, 5985968.105240314, 5986246.996182477, 5986345.430418452, 5985513.696245972, 5985536.662194981, 5986730.975254333, 5987244.514751506, 5987078.800603982, 5987607.128027941, 5986507.849347511, 5986117.392807005, 5984370.396846589, 5983604.454044997, 5983632.335146434, 5984057.122997013, 5987864.740326482, 5988345.5276736105, 5988706.545915419, 5988358.655346617, 5988585.110831104, 5988522.752934415, 5988706.545915419, 5987610.4096651925, 5986888.479346755, 5984848.333031881]"
39,STAPSE_LNODEXF2_2,"[-13625973.116222404, -13621331.192191938, -13621331.192191938, -13621711.90485045, -13622331.954414167, -13622377.595405394, -13622785.024741696, -13623253.679797936, -13624057.406521464, -13624248.87604563, -13624602.872026352, -13624735.342220396, -13625103.80973492, -13624516.042823533, -13625565.785621716, -13626372.851929964, -13626253.740074815, -13626559.868674498, -13627142.069611346, -13628320.943018846, -13629083.481530782, -13630319.127878586, -13630452.711267537, -13629286.083004024, -13628781.805710731, -13627990.32413119, -13626017.742754336, -13625973.116222404]","[5994800.636698988, 5992447.045195915, 5985441.479194619, 5985426.754274869, 5985999.274959832, 5986307.697162786, 5986394.6479549045, 5986973.795256485, 5987278.970565499, 5987671.120178313, 5987777.774810478, 5987551.34038423, 5987735.112800385, 5988015.7014039485, 5988122.360269479, 5988693.417716295, 5988855.88057784, 5989541.868405729, 5990306.69387005, 5990849.990665127, 5990682.566275176, 5991160.226748252, 5992112.34323013, 5992521.128737088, 5994392.922798445, 5994309.17601418, 5994757.477042533, 5994800.636698988]"
40,STATEST_LNODE63_1,"[-13825997.959133277, -13821176.25905693, -13824476.051162964, -13825628.061280478, -13825169.424978409, -13824891.126251426, -13824688.524778182, -13825770.550228693, -13824824.33455695, -13824519.319152175, -13824643.996981863, -13824381.282983592, -13824629.52544806, -13825899.680838011, -13825997.959133277]","[5376382.266468579, 5377771.842089174, 5372342.937370649, 5373099.90328315, 5373645.354347435, 5373220.941623068, 5373263.841666687, 5374169.385277127, 5376173.84676624, 5376097.215661357, 5375925.564282735, 5376247.413222338, 5376445.125963091, 5376207.5646528825, 5376382.266468579]"
41,STATEST_LNODE63_2,"[-13832736.155966818, -13828022.36988699, -13828218.465831239, -13827836.639977815, -13828187.296373814, -13827746.471190272, -13827543.780524695, -13831395.42195315, -13833190.904270543, -13832736.155966818]","[5374440.720245642, 5375798.90940875, 5374172.449872508, 5372301.702613479, 5370751.459010796, 5369792.643411415, 5369590.855007214, 5367220.499739597, 5373767.267411776, 5374440.720245642]"
42,STATEST_LNODE63_3,"[-13826280.625780169, -13827059.64676953, -13827267.79737986, -13827106.384118212, -13826685.596443012, -13826415.090080386, -13826280.625780169]","[5370368.350270777, 5369888.840654037, 5370166.355289912, 5370733.078228313, 5370752.990744332, 5370648.833440714, 5370368.350270777]"
43,STATEST_LNODE63_4,"[-13827559.454445738, -13827492.662751263, -13827580.605148992, -13827652.962818008, -13827559.454445738]","[5370572.247933432, 5370443.585703187, 5370393.0403147405, 5370514.043370349, 5370572.247933432]"
44,STATEST_LNODE63_5,"[-13827585.057928624, -13827511.587064698, -13827724.207292113, -13827733.112851378, -13827585.057928624]","[5370953.6500198, 5370780.561990855, 5370759.11768093, 5370800.474608706, 5370953.6500198]"
45,STATEST_LNODE63_6,"[-13826653.313790683, -13826942.744466744, -13827490.436361449, -13827331.249489615, -13827337.92865906, -13827052.950762633, -13826752.38813749, -13826653.313790683]","[5371404.000364457, 5371028.706893695, 5371390.213805306, 5371426.97800852, 5371892.670516958, 5372010.629234973, 5371819.138567961, 5371404.000364457]"
46,STATEST_LNODE63_7,"[-13826987.272263063, -13827017.328525577, -13827232.175142808, -13827235.514727533, -13826892.650695888, -13826987.272263063]","[5372830.253921808, 5372508.523454643, 5372503.927385879, 5373266.905963101, 5373174.977510651, 5372830.253921808]"
47,STATINJ_1_N001_1,"[-13601056.398364142, -13598736.556784393, -13604330.629664557, -13604617.683844235, -13604459.61016731, -13604627.702598406, -13604855.907554533, -13604855.907554533, -13601056.398364142]","[4551359.306617896, 4549528.801400556, 4543631.661986291, 4544059.332695586, 4544366.25151008, 4544823.830752205, 4544931.400642222, 4549413.138220406, 4551359.306617896]"
48,STATINJ_1_N001_2,"[-13604576.679704234, -13604855.907554533, -13604855.907554533, -13604576.679704234]","[4543372.358490271, 4543078.097881616, 4543622.204672243, 4543372.358490271]"
49,STATINJ_1_N027_1,"[-13606387.676617155, -13604855.907554533, -13604855.907554533, -13605108.602798633, -13605016.207621276, -13605215.469509795, -13606003.611504612, -13606064.837224549, -13606939.808422184, -13607331.653029773, -13607685.797956731, -13607339.938872287, -13606387.676617155]","[4548674.789940232, 4549413.138220406, 4544931.400642222, 4545050.515914037, 4545199.764738576, 4545674.277567577, 4545285.654182496, 4544961.812437135, 4544171.962402962, 4544148.028488264, 4544300.679329718, 4547113.044818564, 4548674.789940232]"
50,STATINJ_1_N027_2,"[-13604855.907554533, -13604855.907554533, -13604979.305699755, -13607801.918545654, -13607734.72761632, -13605150.904205136, -13604855.907554533]","[4543622.204672243, 4543078.097881616, 4542941.557111101, 4543356.610850485, 4543902.867359072, 4543886.166895665, 4543622.204672243]"
51,STATINL_1_N001_1,"[-13613957.775069045, -13611201.11852975, -13611201.11852975, -13615033.313301062, -13614989.320801446, -13614313.61149233, -13614104.330849638, -13613814.900173575, -13613957.775069045]","[4555730.7658347115, 4554733.593569179, 4551246.140527498, 4554884.23469487, 4554874.525340067, 4555074.651736083, 4555446.727947458, 4555329.748006897, 4555730.7658347115]"
52,STATINL_1_N001_2,"[-13616061.688338453, -13615962.831461553, -13616065.780277416, -13616061.688338453]","[4556491.883987802, 4556456.119971716, 4556457.320295047, 4556491.883987802]"
53,STAUFER_7_B1_1,"[-13596877.885249807, -13597077.423318999, -13596284.30676345, -13594807.153568154, -13594814.889484981, -13595432.712658882, -13596377.815135717, -13595822.330876658, -13596877.885249807]","[4585481.579785293, 4586339.160339132, 4586800.781782617, 4587621.50746149, 4587611.20054013, 4585756.484869744, 4585038.43726905, 4585482.263961592, 4585481.579785293]"
54,STAUFER_7_B1_2,"[-13592932.769411905, -13593709.359197725, -13596059.781010835, -13596351.736689674, -13596236.43938241, -13596273.174814371, -13596175.213662475, -13596207.496314803, -13596111.761552721, -13596014.91359573, -13595936.989952175, -13595536.23978532, -13595564.069658017, -13595345.883456063, -13595316.940388458, -13594449.761555178, -13593236.37910553, -13592932.769411905]","[4585167.335379146, 4580895.319879796, 4581966.250059427, 4583220.623733676, 4583147.439990268, 4583346.699207169, 4583177.116651873, 4583363.657615485, 4583198.314319385, 4583379.202847482, 4583143.200474136, 4583317.022059482, 4583533.243226259, 4583259.081206783, 4583729.683364558, 4584094.308753378, 4585063.879049316, 4585167.335379146]"
55,SUM_LNODEXF2_1,"[-13646156.291719379, -13648055.636458423, -13652206.43160497, -13650472.73945491, -13649722.394549293, -13643332.37635232, -13641909.211615214, -13642317.142596284, -13642754.628195105, -13644091.57527953, -13644414.401802832, -13645267.109102307, -13645501.99322788, -13645347.259135677, -13645557.652973276, -13646989.22162488, -13646767.6958382, -13648018.926914714, -13647396.650961181, -13647313.161343088, -13646314.625510672, -13646158.778223563, -13646246.72062129, -13646156.291719379]","[6171084.635273961, 6171751.974438371, 6177030.663649523, 6181776.7824895205, 6182844.056357643, 6184450.034998019, 6182572.252783139, 6182175.553588434, 6181135.033857538, 6181286.069162941, 6181638.49528429, 6181430.394288805, 6180453.730079564, 6179398.320173085, 6178757.419579496, 6177702.21964637, 6176699.145880956, 6175344.009533271, 6174544.110562913, 6173206.0825179005, 6172510.323819576, 6173269.793379577, 6171343.588418687, 6171084.635273961]"
56,SUM_LNODEXF2_2,"[-13641906.672180735, -13638890.811128551, -13640640.15718742, -13640960.158003516, -13642005.448022064, -13642161.295309175, -13642842.57059283, -13642519.744069528, -13642447.386400511, -13642772.439313632, -13643268.924242565, -13643936.841187326, -13645040.017341089, -13644287.497583328, -13643127.548489261, -13643139.793633249, -13641979.844539182, -13641906.672180735]","[6182568.902518405, 6178591.019489705, 6172002.630244045, 6173152.431635075, 6173680.572202814, 6174349.59720618, 6174792.289217753, 6175136.062122814, 6175553.639071291, 6176932.291296677, 6177108.412564046, 6176606.8958579805, 6176474.393025811, 6177244.280027432, 6177311.3758696355, 6178027.65688997, 6181071.264198815, 6182568.902518405]"
57,SUM_LNODEXF2_3,"[-13643497.129198695, -13643307.886064345, -13643450.37501256, -13644778.416537726, -13645382.881372731, -13645033.33817164, -13643497.129198695]","[6174088.017272535, 6173995.795490823, 6173305.00221783, 6172907.653764208, 6173008.24655957, 6173772.790576147, 6174088.017272535]"
58,SUM_LNODEXF2_4,"[-13645517.57795659, -13645680.104413152, -13645179.16670458, -13645281.58063611, -13645517.57795659]","[6175600.596794221, 6175895.76554517, 6176197.653245078, 6175753.211179625, 6175600.596794221]"
59,SWA_LNODEXF1_1,"[-13661952.898267617, -13655036.758980919, -13653720.269601947, -13653856.521011917, -13653709.57928407, -13654357.458720487, -13654846.151285067, -13654610.153964588, -13653652.806343764, -13653767.465419281, -13654257.27117877, -13654827.90415044, -13664135.898134615, -13663234.074916342, -13662461.517650235, -13661952.898267617]","[6155482.055410396, 6156348.338529061, 6154468.621080018, 6154440.477413841, 6154355.159225829, 6153856.65037397, 6152996.874583507, 6152035.16564378, 6151098.648773874, 6148528.771610466, 6147704.635001955, 6147349.432067688, 6151232.67290217, 6152657.337154718, 6153480.278730536, 6155482.055410396]"
60,SWA_LNODEXF1_2,"[-13652284.906530108, -13652181.536349928, -13652241.275200505, -13652284.906530108]","[6152419.643819197, 6152272.102103496, 6152317.813215625, 6152419.643819197]"
61,TRA_LNODEXF2_1,"[-13656335.788373591, -13656054.758318346, -13652840.981339723, -13651717.333406586, -13653179.00843601, -13653339.463196434, -13653739.635546584, -13654043.53775645, -13654031.292612463, -13654552.267829373, -13654481.023355266, -13655374.918866336, -13656383.473452924, -13656335.788373591]","[6045144.467025237, 6045660.236472091, 6045789.126348838, 6041899.416117438, 6038839.224644751, 6038893.295073401, 6039345.291781775, 6039972.561817884, 6040573.4632031685, 6041095.158747424, 6043154.182639888, 6043537.311024953, 6044424.186343211, 6045144.467025237]"
62,TRA_LNODEXF2_2,"[-13654884.627196137, -13655734.996301971, -13655674.36829657, -13655342.636214007, -13654912.942979544, -13654625.738693299, -13654884.627196137]","[6039426.819247852, 6039742.060810812, 6040530.540289215, 6041167.802398613, 6040855.76922141, 6040266.403975542, 6039426.819247852]"
63,UALCOGN_1_N001_1,"[-13624814.270323656, -13625808.171712968, -13624688.353334093, -13624710.851932421, -13624140.896139558, -13623397.281941062, -13623259.245772475, -13623389.489576703, -13623182.43532383, -13623390.602771614, -13623166.850595118, -13623390.602771614, -13623391.71596652, -13623164.624205302, -13623391.71596652, -13623390.602771614, -13623368.338873455, -13623179.095739106, -13623392.82916143, -13623182.43532383, -13624093.028758518, -13624164.273232626, -13624687.474839356, -13624685.248449538, -13624814.270323656]","[4532317.970490014, 4537132.130042938, 4537510.64727951, 4537334.7297091475, 4534083.761516144, 4534028.907481143, 4533895.289884637, 4533758.86105138, 4533810.900705194, 4533659.001901914, 4533751.828685631, 4533646.343768109, 4533564.769496349, 4533687.131143116, 4533554.924368742, 4533397.403590127, 4533445.222146572, 4533549.2985856915, 4533291.922254995, 4533258.168452926, 4533155.5013093045, 4532736.404815602, 4532668.900913725, 4532422.796635436, 4532317.970490014]"
64,UALCOGN_1_N001_2,"[-13623267.217641188, -13624400.322850855, -13624798.25280396, -13624381.346239673, -13624100.821122874, -13623939.407861225, -13624042.93498766, -13623875.955751473, -13624041.821792753, -13623858.144632945, -13624042.93498766, -13623420.659034127, -13623399.508330876, -13623637.732041175, -13623589.864660135, -13623462.960440628, -13623488.56392351, -13623397.281941062, -13623357.206924377, -13623386.149991982, -13623290.4152299, -13623244.774238672, -13623275.943696097, -13623192.454078002, -13623054.417909417, -13622889.665063042, -13622879.646308871, -13622823.986563476, -13622817.307394028, -13622748.289309736, -13622736.044165747, -13622685.95039489, -13622639.196208758, -13622557.932980478, -13623283.736060452, -13622807.288639857, -13623045.512350151, -13623014.34289273, -13623267.217641188]","[4529904.69424814, 4530313.5882378165, 4532240.404621287, 4532358.1073311195, 4532186.541987356, 4532202.0108780945, 4532405.921126106, 4532456.547735997, 4532466.391827527, 4532477.642229241, 4532536.707037177, 4532657.650305858, 4532157.010532333, 4532126.072907155, 4531955.91760772, 4532090.916626214, 4531916.543222847, 4531910.918322848, 4532106.385375236, 4531916.543222847, 4531913.730772472, 4532100.760372942, 4531912.324547566, 4532079.666641318, 4532072.635406918, 4531881.387647585, 4532085.291632251, 4531881.387647585, 4532086.697880469, 4531882.79386834, 4532083.885384245, 4531878.575206678, 4532083.885384245, 4531781.546459448, 4531500.308809323, 4530793.02960626, 4530707.259441684, 4530392.30619295, 4529904.69424814]"
65,UNOCAL_7_N002_1,"[-13610900.87074761, -13609854.677310292, -13611014.101785216, -13610900.87074761]","[4589309.020625212, 4589111.100246781, 4588906.305854973, 4589309.020625212]"
66,UNOCAL_7_N002_2,"[-13607703.889919223, -13607070.855123086, -13609169.277730504, -13611684.217380645, -13611605.208281329, -13611366.98457103, -13611248.98591079, -13611133.213640364, -13611320.2303849, -13611146.57197926, -13611055.289996808, -13610445.259187263, -13610231.525764938, -13610164.734070465, -13609984.396495378, -13610105.734740343, -13610345.071645549, -13609879.756174035, -13610051.188189855, -13609935.41591943, -13609589.212303063, -13609021.482900018, -13608708.675130887, -13608154.304066736, -13607703.889919223]","[4587601.878851736, 4585313.917061979, 4583093.779202173, 4583991.74665993, 4584584.736022049, 4585070.946221599, 4584867.413591459, 4585185.435084866, 4585068.119352106, 4585222.184865034, 4584977.6599359885, 4585080.840270901, 4585517.601299673, 4586625.841449052, 4586727.624556058, 4587360.964163055, 4587363.791658934, 4587482.547183582, 4587376.515399952, 4586744.58850456, 4586666.837302285, 4586895.851608289, 4587363.791658934, 4587664.924393282, 4587601.878851736]"
67,USK_LNODEXF1_1,"[-13651966.141667398, -13651670.11113559, -13645062.224152327, -13645357.10238216, -13645794.763488669, -13645894.951030381, -13645774.725980327, -13645723.51901456, -13646153.21224902, -13646457.114458887, -13646777.714592371, -13647115.012649477, -13648161.415862933, -13648291.65966716, -13649302.440643564, -13649945.867300348, -13650461.27654272, -13650656.085651608, -13650788.555845656, -13650931.044793867, -13650715.08498173, -13650411.182771863, -13650390.032068614, -13650790.782235468, -13651625.67841642, -13651056.835818466, -13650691.707888665, -13649997.074266111, -13649725.454708576, -13649335.8364908, -13649422.66569362, -13649919.150622558, -13650414.522356588, -13650262.0146542, -13649867.943656791, -13649913.584648019, -13649674.247742813, -13649891.32074986, -13649516.174065888, -13649467.904104767, -13651966.141667398]","[6060944.041122786, 6061287.505959588, 6059977.851702384, 6058245.722800798, 6057672.097440883, 6057101.431280608, 6057286.686879609, 6056840.095327745, 6056552.304137621, 6055520.30435693, 6055551.725604421, 6056201.674976602, 6056472.915154569, 6057867.290476674, 6059124.571851888, 6059073.284419559, 6058689.465578589, 6058383.415384822, 6058325.515218843, 6059400.867462164, 6059688.753744888, 6059609.335879114, 6059991.541069756, 6060411.820883099, 6060701.395668609, 6058490.945296075, 6057835.860791105, 6057883.832462467, 6057455.405262936, 6057324.73093269, 6056893.023488761, 6056787.167491585, 6056329.024485554, 6056047.865739206, 6056218.213767602, 6056727.624064212, 6056183.4823431, 6055857.675314072, 6054230.478256496, 6052283.133796151, 6060944.041122786]"
68,USK_LNODEXF1_2,"[-13646554.72717127, -13646647.975794425, -13646695.338169184, -13647060.466098988, -13646554.72717127]","[6051214.390847586, 6050667.162614008, 6050905.931304679, 6051016.673803148, 6051214.390847586]"
69,USK_LNODEXF1_3,"[-13646669.287791664, -13646676.27448711, -13646779.940982187, -13646669.287791664]","[6050542.098330148, 6050501.098997958, 6050730.729657939, 6050542.098330148]"
70,VAS_LNODEXF2_1,"[-13637568.273926424, -13637514.075398969, -13636986.052182196, -13636937.071606247, -13636435.02070277, -13636299.210924001, -13636413.869999519, -13634948.905500678, -13634475.797664808, -13634321.063572604, -13633960.388422435, -13634030.519701634, -13633687.65566999, -13633353.697197612, -13633353.697197612, -13633364.829146689, -13635885.10241825, -13637189.766850349, -13637660.648296405, -13638762.711255256, -13639754.567918226, -13639773.49223166, -13639269.214938365, -13638452.129875943, -13638337.470800426, -13639559.758809337, -13639718.94568117, -13639557.53241952, -13638917.445347458, -13639122.273210518, -13638925.237711813, -13638113.71862393, -13638281.811055029, -13637996.833158597, -13637867.702549277, -13638240.622843437, -13638059.172073442, -13638128.10201848, -13637797.757592851, -13637689.59136401, -13637515.932958372, -13637568.273926424]","[6017576.345916003, 6017803.4795825295, 6018120.8930735495, 6018624.768588248, 6019033.159807467, 6019836.824606112, 6020110.219397356, 6020797.038390141, 6021390.019496593, 6023474.011558591, 6024943.816106153, 6025724.957368044, 6025921.077750982, 6025788.523181747, 5998581.1140585635, 5998582.936066127, 5996196.137890378, 5996247.053775679, 5996675.744532117, 5996700.382575722, 5998499.148819267, 5999503.006143901, 6001997.544349074, 6002640.19317688, 6004047.283807262, 6006118.884280244, 6007074.289115916, 6007531.473614864, 6008171.243499332, 6008450.849285424, 6009047.920082547, 6010011.8732785955, 6010610.696852052, 6011377.38306328, 6012853.362828411, 6014227.550031616, 6014525.456497482, 6015230.582691034, 6016614.698245091, 6016644.015205865, 6017477.094819372, 6017576.345916003]"
71,VAS_LNODEXF2_2,"[-13636613.459902937, -13637711.129230434, -13638001.346045949, -13640221.462993907, -13640945.686469713, -13641983.184123904, -13641921.95840397, -13641242.90951013, -13640433.616812062, -13637639.497593151, -13637502.574619476, -13638122.624183197, -13637700.72331309, -13637277.709248073, -13636613.459902937]","[5990702.556179803, 5989462.934075866, 5989579.349869354, 5990741.627490394, 5992373.372717127, 5993809.996265682, 5994148.253089956, 5994276.334358659, 5994005.395443876, 5991536.13612115, 5991636.271931906, 5992335.613248964, 5992307.704182471, 5991373.623084212, 5990702.556179803]"
72,WARRENTO_LNODE56_1,"[-13786788.134345252, -13793653.763939925, -13793653.763939925, -13793285.2964254, -13790776.123690866, -13786788.134345252]","[5792047.22539833, 5792440.4732601065, 5809671.675753647, 5809476.1496969545, 5810132.46833419, 5792047.22539833]"
73,WARRENTO_LNODE56_2,"[-13793653.763939925, -13793653.763939925, -13792879.567663474, -13793445.596492141, -13793653.763939925]","[5819988.367522725, 5823205.376632375, 5819686.356730632, 5819813.839782403, 5819988.367522725]"
74,WARRENTO_LNODE82_1,"[-13793653.763939925, -13796419.93481653, -13797036.763265133, -13797808.20733633, -13800286.179201389, -13802267.666137509, -13804756.769951645, -13806078.132307362, -13805154.180533778, -13804563.074037666, -13804095.532176334, -13803162.674843486, -13802455.79607695, -13802294.382815298, -13800760.400232168, -13799252.021131918, -13798346.99367177, -13798072.03452951, -13798352.559646308, -13798266.843638396, -13797767.019124735, -13795109.822879503, -13794935.051278956, -13794961.767956747, -13795118.728438763, -13794576.602518601, -13793915.364743289, -13793688.27298207, -13793653.763939925, -13793653.763939925]","[5792440.4732601065, 5792572.510561593, 5796220.230816941, 5798802.05902888, 5806193.6561275665, 5811059.962731716, 5816443.833184224, 5817100.352524958, 5818310.535656179, 5818691.970825647, 5818682.3140358105, 5817261.27157413, 5816887.943869004, 5816403.606869976, 5814458.480905875, 5813737.815089175, 5813607.522410114, 5813263.301612093, 5813002.732168426, 5812788.813615576, 5812833.848670018, 5810973.127049596, 5810579.161059615, 5809905.43950844, 5809755.909230335, 5808886.111204919, 5809135.305218954, 5809689.988083156, 5809671.675753647, 5792440.4732601065]"
75,WARRENTO_LNODE82_2,"[-13841810.101734687, -13832700.17399119, -13820228.112392718, -13820313.668790005, -13820453.931348408, -13819893.994309716, -13819412.632456142, -13819034.475339048, -13819222.737780232, -13819076.909247294, -13818670.593105897, -13818342.200608056, -13817954.808780096, -13817736.622578142, -13818286.54086266, -13818152.957473706, -13817843.489289302, -13818068.354660705, -13817300.993832028, -13817217.844592312, -13818450.180514127, -13820321.46115436, -13820924.812794462, -13820771.191897165, -13820815.719693482, -13820449.478568776, -13820724.43771103, -13820460.610517854, -13820962.66142133, -13823118.919957995, -13823224.673474252, -13822907.412925487, -13823216.881109893, -13823737.856326807, -13825398.743129443, -13826727.897849513, -13828151.674136762, -13828030.335891796, -13829811.447744489, -13830506.081367038, -13832192.571652554, -13833588.518067103, -13834091.682165489, -13833933.608488562, -13834712.844924117, -13834558.110831914, -13835684.664078742, -13836872.443045506, -13837925.52542841, -13838735.931321384, -13839047.625895604, -13839372.678808725, -13839089.927302107, -13839677.694213495, -13839766.749806132, -13840268.800709609, -13841091.45174657, -13841285.147660552, -13841454.353286557, -13841823.933995992, -13841412.051880052, -13841469.938015267, -13841759.36869133, -13841389.787981898, -13841523.371370848, -13841794.990928384, -13841810.101734687]","[6018165.872225437, 6005288.002228743, 5946714.299099066, 5946568.827392682, 5945429.000777766, 5943446.906537988, 5942898.183389595, 5941129.127933639, 5939622.770648003, 5937788.824899179, 5936312.484979995, 5936144.47538401, 5934172.643354697, 5933826.9254958, 5934135.135566246, 5933639.39559349, 5933774.742857519, 5933337.725508932, 5933024.322580398, 5932635.751628195, 5933187.709672769, 5932678.979512119, 5931909.418438083, 5931369.787895798, 5931911.048792373, 5932365.929533825, 5931876.811416151, 5931291.536084851, 5930732.382097679, 5930246.615574745, 5932458.86507441, 5942862.48700357, 5951353.479184372, 5957806.873451431, 5968442.194818107, 5975563.671413686, 5981425.0848738225, 5982271.185846552, 5988563.77781604, 5989945.609072677, 5991678.953120485, 5992025.33514591, 5991693.727426972, 5991345.717111294, 5991836.547019762, 5992337.254961568, 5996181.355915133, 5998865.518632174, 5999828.339996368, 5999981.152534024, 6000286.785688574, 6000196.409171629, 6000590.786340682, 6002493.90830959, 6004726.253857149, 6007561.07632041, 6008524.864092164, 6013268.064615112, 6013602.144385876, 6013602.144385876, 6013830.905948694, 6014859.5847831685, 6014930.362380313, 6015412.653038318, 6017007.860274947, 6017783.345818277, 6018165.872225437]"
76,WARRENTO_LNODE82_3,"[-13816177.126814816, -13816143.87280364, -13816547.73041647, -13816036.31480789, -13809647.316862585, -13810192.500687081, -13811533.90055114, -13812715.000348456, -13814058.626602331, -13814282.378778828, -13814355.84964275, -13814217.813474167, -13814375.887151092, -13814987.031155547, -13817056.460489394, -13818804.176494848, -13818073.920635246, -13818139.599134814, -13817761.112866115, -13817390.418961775, -13816700.238118855, -13816177.126814816]","[5927773.757570365, 5927618.447103312, 5927606.344050795, 5927116.124133823, 5897329.549329746, 5897680.404013961, 5898247.193154567, 5898354.383763267, 5899228.198565116, 5899645.646443323, 5900456.234364414, 5902474.095672791, 5906399.04671752, 5911716.383579463, 5921575.8287440725, 5926661.255671733, 5926605.857112117, 5926268.585227625, 5926208.301286847, 5926455.956888991, 5927746.4865514785, 5927773.757570365]"
77,WARRENTO_LNODE82_4,"[-13801730.90429912, -13801051.578915264, -13801384.902575517, -13801591.956828393, -13801940.386834575, -13802050.593130462, -13801775.6339882, -13801950.405588746, -13802110.705655491, -13802189.742493952, -13801081.000365652, -13801378.223406069, -13801885.840284085, -13801778.973572927, -13801194.546246262, -13801113.283017982, -13801471.731778335, -13800904.00237529, -13801187.867076814, -13800839.437070629, -13800997.510747558, -13800899.420953838, -13798667.52614547, -13798921.402244262, -13799878.749865083, -13799757.41162012, -13800306.216709731, -13799721.789383067, -13800276.160447218, -13802382.325213026, -13802928.903912822, -13802515.908601977, -13802582.700296454, -13802957.846980426, -13802838.735125277, -13802942.262251716, -13802812.018447485, -13802405.702306092, -13802351.155755604, -13801914.783351695, -13801730.90429912]","[5860561.821331698, 5857413.8578694435, 5857766.103443462, 5857597.976853748, 5858464.509834, 5858344.8714696625, 5857648.091174103, 5857555.945708445, 5857842.084783554, 5857523.614194885, 5857124.329798928, 5856623.229280933, 5856623.229280933, 5856392.086081885, 5856529.478160401, 5856135.087837247, 5855585.557033566, 5854845.360973568, 5855562.930030393, 5856330.66443499, 5856621.61287384, 5856708.919096205, 5846375.167669301, 5846159.982571225, 5846084.102019585, 5846844.551573346, 5848244.531721797, 5850001.68457963, 5850953.0837244885, 5852003.134248394, 5852987.064508233, 5854651.433436381, 5855341.511713245, 5855790.818935143, 5856679.803716385, 5857644.857983528, 5858952.780573692, 5859709.4921005275, 5860277.068479935, 5860600.490209302, 5860561.821331698]"
